Date;Device Type;Country;Region;City;Browser;OS;Language (browser);Language (OS);Screen Size;JS enabled;Supports Flash;Cookies Enabled;Pageviews
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;8
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;27
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;English (United States)  ;English (United States)  ;Other;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;Italian;Italian;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;Italian;Italian;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;23
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;33
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;90
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;14
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;15
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;1920x1080;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Mac OS X;German;German;1920x1080;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Mac OS X;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Mac OS X;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Mac OS X;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1280x800;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1280x800;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1280x800;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1280x800;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;31
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1024x600;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1024x600;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1024x600;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1024x600;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 3;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 3;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 3;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 3;Windows 7;German;German;1280x1024;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1024x768;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1024x768;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1024x768;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1024x768;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;English (United States)  ;English (United States)  ;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;English (United States)  ;English (United States)  ;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;19
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 8;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 8;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 8;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows 8;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;German;German;1152x720;No;No;Enabled;10
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;German;German;1152x720;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;German;German;1152x720;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 4;Mac OS X;Not Detected;Not Detected;;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;14
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;4
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;16
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1280x800;No;No;Enabled;6
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1440x900;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Safari 5;Mac OS X;German;German;1440x900;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;35
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;1280x720;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;1280x720;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;1280x720;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows Vista;German;German;1280x720;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1200;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1200;No;No;Enabled;6
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1200;No;No;Enabled;18
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1200;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;13
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1440x900;No;No;Enabled;8
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1440x900;No;No;Enabled;4
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1440x900;No;No;Enabled;22
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1440x900;No;No;Enabled;4
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 7;Windows 7;German;German;1680x1050;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;39
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;19
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;65
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1024x768;No;No;Enabled;27
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows XP;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 8;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 9;Windows 7;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1200;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1080;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 7;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;10
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;10
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;14
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 10;Windows 8;German;German;Other;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;1920x1080;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 3.x;German;German;1920x1080;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;45
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;19
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1200;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;22
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;10
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;6
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x1024;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1920x1080;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1280x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1344x840;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;9
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;1536x960;No;No;Enabled;11
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;10
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;5
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Explorer 11;Windows 7;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Linux;German;German;Other;No;No;Enabled;13
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Linux;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Linux;German;German;Other;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Linux;German;German;Other;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Windows 7;German;German;Other;No;No;Enabled;2
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Windows 7;German;German;Other;No;No;Enabled;12
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Windows 7;Not Detected;Not Detected;;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Opera 12;Windows 7;Not Detected;Not Detected;;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows XP;German;German;1280x1024;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows XP;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;1280x1024;No;No;Enabled;7
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows Vista;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1920x1200;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Chrome;Windows 7;German;German;1920x1200;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;unknown;Mac OS X;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;unknown;Mac OS X;German;German;1680x1050;No;No;Enabled;3
17.02.2014;Desktop;Switzerland;Zurich;Zurich;unknown;Mac OS X;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;unknown;Mac OS X;German;German;1680x1050;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1280x1024;No;No;Enabled;1
17.02.2014;Desktop;Switzerland;Zurich;Zurich;Firefox 4+;Windows XP;German;German;1280x1024;No;No;Enabled;7
